"question","expectedEntryId","expectedTitle","expectedIntent","answerLengthMode","source"
"优优无机板功能总汇配什么图","youyou-inorganic-board-function-summary","优优无机板功能总汇","product","full","generated-standard-route-bank"
"优优无机板功能总汇给客户看什么资料","youyou-inorganic-board-function-summary","优优无机板功能总汇","product","full","generated-standard-route-bank"
"优优无机板功能总汇和普通材料有什么区别","youyou-inorganic-board-function-summary","优优无机板功能总汇","product","full","generated-standard-route-bank"
"客户问优优无机板功能总汇","youyou-inorganic-board-function-summary","优优无机板功能总汇","product","full","generated-standard-route-bank"
"帮我讲优优无机板功能总汇","youyou-inorganic-board-function-summary","优优无机板功能总汇","product","full","generated-standard-route-bank"
"优优无机板功能总汇是不是宣传","youyou-inorganic-board-function-summary","优优无机板功能总汇","product","full","generated-standard-route-bank"
"优优无机板功能总汇有什么优势","youyou-inorganic-board-function-summary","优优无机板功能总汇","product","full","generated-standard-route-bank"
"优优无机板功能总汇注意边界","youyou-inorganic-board-function-summary","优优无机板功能总汇","product","full","generated-standard-route-bank"
"功能总汇怎么讲","youyou-inorganic-board-function-summary","优优无机板功能总汇","product","full","generated-standard-route-bank"
"功能总汇怎么给客户讲","youyou-inorganic-board-function-summary","优优无机板功能总汇","product","full","generated-standard-route-bank"
"功能总汇完整讲一下","youyou-inorganic-board-function-summary","优优无机板功能总汇","product","full","generated-standard-route-bank"
"功能总汇详细讲一下","youyou-inorganic-board-function-summary","优优无机板功能总汇","product","full","generated-standard-route-bank"
"功能总汇标准文案","youyou-inorganic-board-function-summary","优优无机板功能总汇","product","full","generated-standard-route-bank"
"功能总汇标准答案","youyou-inorganic-board-function-summary","优优无机板功能总汇","product","full","generated-standard-route-bank"
"功能总汇客户问怎么回答","youyou-inorganic-board-function-summary","优优无机板功能总汇","product","full","generated-standard-route-bank"
"抗菌防霉健康家居系统","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"抗菌防霉健康家居","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"优优无机板抗菌防霉怎么给客户讲？","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"优优无机板为什么不是简单抗菌，而是不养菌？","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"不给霉菌生长环境是什么意思？","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"优优无机板防霉是靠防霉剂吗？","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"优优无机板是不是可以杀菌？","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"优优无机板能不能保证永不发霉？","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"优优无机板能不能做到 100%杀菌？","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"抗菌率、防霉等级、检测菌种怎么回答？","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"普通木质板材为什么容易发霉？","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"南方梅雨季、回南天厨房卫浴容易发霉，抗菌防霉怎么讲？","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"衣柜、衣帽间会不会有霉味？","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"儿童房为什么要讲抗菌防霉？","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"无机门、无机墙板、无机家具板的防霉价值怎么讲？","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"七零体系和抗菌防霉、防霉剂有什么关系？","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"经销商怎么把防霉讲成健康家居卖点？","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"给我一段抗菌防霉客户话术。","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"给我一段抗菌防霉招商话术。","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"给我一组抗菌防霉海报标题。","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"抗菌防霉健康家居系统 这个主题应该配哪些图片和网站链接？","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"抗菌防霉健康家居系统怎么讲？","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"给客户介绍抗菌防霉健康家居系统","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"抗菌防霉健康家居系统标准答案","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"会不会发霉","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"容易长霉吗","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"抗菌防霉怎么讲","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"厨房卫浴会不会霉","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"梅雨季发霉怎么办","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"衣柜背板发霉怎么回答","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"霉味怎么处理","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"抗菌防霉健康家居系统怎么给客户讲","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
"抗菌防霉健康家居系统完整讲一下","youyou-antibacterial-mildew-health-system","抗菌防霉健康家居系统","product","full","generated-standard-route-bank"
